,Label,totalWordsCount,JJS,NN,NNS,PDT,RB,RBR,RP,TOs,WP,questionmarks,exclamationmarks,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,sentence1st,sentencelast,txtcomplexity,site
30,objective,993,0,11,0,0,2,1,12,0,0,0,0,1,0,0,6,1,1,1,17,msn.foxsports.com
31,objective,1634,0,2,1,4,2,1,2,0,0,1,0,0,0,0,10,15,1,1,22,www.wnba.com
32,objective,264,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,www.foxsportswisconsin.com
33,objective,344,0,5,0,0,1,0,3,0,0,0,0,0,0,0,2,0,1,1,16,msn.foxsports.com
34,objective,1015,0,2,2,7,2,0,0,0,0,1,0,0,2,0,3,4,1,1,15,msn.foxsports.com
35,objective,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,www.dailystar.co.uk
36,objective,834,0,5,0,5,0,0,0,0,1,0,0,0,1,0,4,2,1,1,36,www.nba.com
37,subjective,1090,0,0,1,0,2,1,0,0,0,3,0,0,2,0,0,3,1,1,27,www.foxsportssouthwest.com
38,objective,925,0,1,0,9,4,0,0,0,0,0,0,0,0,0,3,3,1,1,26,msn.foxsports.com
39,objective,366,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,22,uk.eurosport.yahoo.com
40,objective,180,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,1,12,uk.eurosport.yahoo.com
41,objective,1009,0,2,0,5,1,1,4,0,0,0,0,0,0,0,5,0,1,1,25,msn.foxsports.com
42,objective,369,0,0,0,4,0,2,0,0,0,0,0,0,1,0,2,0,1,1,19,www.masslive.com
43,objective,241,0,1,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,1,34,www.rbs6nations.com
44,objective,707,0,4,0,0,0,0,6,0,0,1,0,0,2,0,1,2,0,1,16,msn.foxsports.com
45,objective,805,0,4,0,0,1,0,6,0,0,0,0,0,0,0,3,0,1,1,15,msn.foxsports.com
46,objective,747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
47,objective,155,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,14,msn.foxsports.com
48,objective,1040,0,9,0,0,1,0,13,0,0,1,0,0,0,0,5,1,1,1,16,www.foxsportswisconsin.com
49,objective,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
50,objective,216,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24,www.foxsportsflorida.com
51,objective,171,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21,www.foxsportsnorth.com
52,objective,335,0,2,0,0,0,0,3,0,0,0,0,0,1,0,4,1,1,1,15,msn.foxsports.com
53,objective,150,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,13,msn.foxsports.com
54,objective,665,0,5,1,0,1,1,1,0,0,0,0,0,1,0,9,5,1,1,17,www.foxsportssouth.com
55,objective,530,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,33,www.guardian.co.uk
56,objective,522,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,20,msn.foxsports.com
57,objective,1187,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,23,msn.foxsports.com
58,objective,386,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,24,www.dailystar.co.uk
59,objective,413,0,3,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,1,15,msn.foxsports.com
60,objective,828,0,5,0,0,1,0,5,0,1,0,0,0,3,0,1,0,1,1,19,www.foxsportssouthwest.com
61,objective,1693,0,3,2,8,2,1,0,0,1,5,0,0,1,0,19,18,1,1,26,www.foxsportskansascity.com
62,objective,844,0,0,0,8,0,2,1,0,0,0,0,12,2,0,2,3,1,1,36,formula-one.speedtv.com
63,objective,634,0,12,0,0,1,0,5,0,1,1,0,0,2,0,4,1,1,1,15,msn.foxsports.com
64,objective,270,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,20,tribune.com.pk
65,objective,781,0,8,1,0,1,1,8,1,0,1,0,0,4,0,3,6,1,1,17,msn.foxsports.com
66,objective,545,0,3,0,0,1,0,4,0,0,0,0,0,3,0,3,2,1,1,17,msn.foxsports.com
67,objective,486,0,3,0,0,0,0,3,0,0,0,0,0,1,0,6,0,1,1,18,motorcycling.speedtv.com
68,objective,880,0,7,0,0,1,0,6,0,2,0,0,0,3,0,13,0,0,1,19,msn.foxsports.com
69,objective,911,0,2,0,0,1,2,9,0,1,0,0,0,0,0,1,2,1,1,15,msn.foxsports.com
70,objective,615,0,2,1,3,0,1,0,0,0,0,0,0,3,0,5,4,1,1,29,dailystar.com.lb
71,objective,213,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,www.nba.com
72,objective,325,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,17,msn.foxsports.com
73,objective,394,0,4,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,20,msn.foxsports.com
74,objective,294,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,17,www.foxsportsdetroit.com
75,objective,236,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23,www.tennis.com
76,objective,282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,www.chicagotribune.com
77,objective,485,0,2,0,0,0,1,11,0,0,0,0,0,0,0,1,0,1,1,10,www.foxsportsflorida.com
78,objective,2243,0,10,1,9,1,2,3,0,0,0,0,1,1,0,18,7,1,1,49,msn.foxsports.com
79,objective,465,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,17,uk.eurosport.yahoo.com
80,objective,231,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
81,objective,191,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,1,14,msn.foxsports.com
82,objective,186,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,msn.foxsports.com
83,objective,527,0,1,0,0,2,0,11,0,0,0,0,0,3,0,13,1,1,1,12,msn.foxsports.com
84,objective,677,0,5,0,4,1,1,1,1,0,0,0,0,1,0,8,2,0,1,29,uk.eurosport.yahoo.com
85,objective,190,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
86,objective,504,0,4,0,0,1,0,4,0,0,0,0,0,0,0,3,0,1,1,18,www.nba.com
87,objective,641,0,3,2,0,2,0,17,0,0,0,0,0,0,0,6,1,1,1,13,msn.foxsports.com
88,objective,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
89,objective,429,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,4,1,1,17,network.yardbarker.com
90,objective,1026,0,0,1,0,5,0,9,0,0,2,0,0,0,0,3,18,1,1,17,www.foxsportswisconsin.com
91,objective,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,www.dailystar.co.uk
92,objective,847,0,8,0,4,0,0,0,0,0,1,0,0,0,0,21,2,1,1,35,msn.foxsports.com
93,objective,451,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,19,uk.eurosport.yahoo.com
94,objective,1606,0,6,1,0,0,0,7,0,1,0,0,0,4,0,4,0,1,1,18,msn.foxsports.com
95,objective,151,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,msn.foxsports.com
96,objective,736,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,19,dailystar.com.lb
97,objective,882,0,11,1,10,1,1,0,0,0,0,0,0,3,0,10,4,1,1,33,www.nba.com
98,objective,107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,msn.foxsports.com
99,objective,447,0,1,2,0,0,0,7,0,0,0,0,0,0,0,5,1,1,1,16,msn.foxsports.com
100,objective,644,0,3,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,1,23,uk.eurosport.yahoo.com
101,objective,426,0,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,25,www.nba.com
102,objective,1445,0,7,0,0,0,1,12,0,0,0,0,0,2,0,9,0,1,1,17,msn.foxsports.com
103,objective,981,0,7,0,0,4,0,9,0,0,1,0,0,3,0,9,4,1,1,16,msn.foxsports.com
104,objective,442,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,21,uk.eurosport.yahoo.com
105,objective,917,0,3,0,10,1,0,0,0,0,0,0,0,2,0,1,4,1,1,22,www.nba.com
106,objective,828,0,0,0,0,2,2,4,0,0,5,1,0,1,0,4,2,1,1,18,www.foxsportswest.com
107,objective,254,0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,1,1,11,www.foxsportssouthwest.com
108,objective,1016,0,6,1,5,2,0,0,0,0,0,0,0,4,0,4,3,0,1,21,msn.foxsports.com
109,objective,958,0,1,0,7,1,1,0,0,0,1,0,1,3,0,1,0,1,1,21,www.tennis.com
110,objective,1282,0,2,0,0,2,1,3,0,0,0,0,1,1,0,2,0,1,1,18,www.und.com
111,objective,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,www.nytimes.com
112,objective,265,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,17,msn.foxsports.com
113,objective,163,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,www.football365.com
114,objective,2048,0,9,2,0,4,3,0,0,0,16,1,0,0,0,0,9,1,1,20,www.wnba.com
115,objective,491,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
116,objective,573,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
117,objective,230,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1,17,uk.eurosport.yahoo.com
118,objective,776,0,10,0,0,3,0,7,0,0,0,0,1,0,0,4,1,1,1,16,msn.foxsports.com
119,objective,571,0,0,1,0,0,0,0,0,0,2,10,0,1,0,13,2,1,1,8,msn.foxsports.com
120,objective,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,www.football365.com
121,objective,174,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,15,www.dailystar.co.uk
122,objective,326,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,15,www.foxsportsnorth.com
123,objective,111,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
124,objective,1356,0,2,0,11,3,1,0,0,1,0,0,0,3,0,9,2,1,1,27,www.nba.com
125,objective,618,0,5,0,6,0,0,0,0,0,0,0,0,0,0,6,4,1,1,38,msn.foxsports.com
126,objective,443,0,1,0,0,0,3,8,0,0,1,0,0,0,0,8,1,1,1,13,msn.foxsports.com
127,objective,942,0,12,2,10,0,1,1,0,0,0,0,0,2,0,5,1,1,1,22,msn.foxsports.com
128,objective,860,0,5,0,0,0,0,5,0,0,1,0,0,2,0,8,3,1,1,20,msn.foxsports.com
129,objective,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,uk.eurosport.yahoo.com
130,objective,151,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,18,msn.foxsports.com
131,objective,188,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,23,msn.foxsports.com
132,objective,431,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3,1,1,28,formula-one.speedtv.com
133,objective,77,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,7,msn.foxsports.com
134,objective,183,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,30,uk.eurosport.yahoo.com
135,objective,747,0,6,1,0,1,0,12,0,0,0,0,0,1,0,9,3,1,1,14,msn.foxsports.com
136,objective,2003,0,1,0,10,0,1,7,0,0,1,0,2,12,0,80,24,1,1,19,www.nba.com
137,objective,173,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,19,uk.eurosport.yahoo.com
138,objective,651,0,1,0,5,0,1,0,0,0,0,0,0,4,0,7,4,1,1,22,msn.foxsports.com
139,subjective,1953,0,0,0,16,0,0,0,1,0,4,3,0,9,0,20,3,1,1,19,msn.foxsports.com
140,objective,136,0,1,0,0,0,0,2,0,0,0,0,6,2,0,0,0,1,1,27,www.herald.ie
141,objective,469,0,4,0,3,0,0,0,0,0,0,0,0,3,0,15,0,1,1,26,www.dailystar.co.uk
142,objective,400,0,4,0,0,0,0,8,0,0,0,0,0,3,0,6,0,1,1,15,msn.foxsports.com
143,objective,1111,0,9,0,0,0,0,12,0,0,1,0,1,3,0,2,5,1,1,16,espn.go.com
144,objective,348,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,15,uk.eurosport.yahoo.com
145,objective,1991,0,1,1,0,3,0,5,0,0,5,1,4,19,0,8,4,1,1,24,www.skysports.com
146,subjective,880,0,0,4,4,1,1,3,0,0,0,0,0,0,0,15,3,0,1,19,www.nba.com
147,objective,301,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,14,uk.eurosport.yahoo.com
148,objective,220,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,msn.foxsports.com
149,objective,1294,0,3,0,6,1,1,0,0,0,0,0,0,1,0,19,1,1,1,34,www.nba.com
150,subjective,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23,www.foxsportssouthwest.com
151,objective,1611,0,8,0,8,1,0,0,0,0,0,0,14,11,0,6,2,1,1,14,msn.foxsports.com
152,objective,255,0,4,1,3,0,0,0,0,0,0,1,0,0,0,2,1,1,1,21,msn.foxsports.com
153,objective,211,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,17,www.football365.com
154,objective,1313,0,6,0,15,1,0,0,0,0,0,0,0,0,0,21,3,1,1,34,www.nba.com
155,objective,538,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,msn.foxsports.com
156,objective,289,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,26,www.dailystar.co.uk
157,objective,604,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,22,msn.foxsports.com
158,objective,1005,0,7,0,0,0,0,10,0,0,0,0,0,3,0,6,0,1,1,18,msn.foxsports.com
159,objective,844,0,8,0,2,0,1,0,0,0,0,0,0,1,0,11,2,1,1,31,msn.foxsports.com
160,objective,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,msn.foxsports.com
161,objective,243,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24,uk.eurosport.yahoo.com
162,subjective,1083,0,3,7,1,1,0,0,0,0,0,0,0,0,0,12,9,1,1,22,www.nba.com
163,objective,1661,0,8,0,0,0,1,4,0,0,0,0,0,3,0,6,0,1,1,22,www.und.com
164,objective,925,0,0,1,3,1,0,0,0,0,1,0,0,1,0,12,12,1,1,20,www.nba.com
165,objective,251,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,10,msn.foxsports.com
166,objective,237,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,33,www.dailystar.co.uk
167,objective,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,www.foxsportssouthwest.com
168,objective,352,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,17,www.tennis.com
169,objective,244,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
170,subjective,1439,0,5,0,17,2,1,1,0,0,3,7,2,8,0,6,16,1,1,16,msn.foxsports.com
171,objective,577,0,6,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,1,18,msn.foxsports.com
172,objective,103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,17,msn.foxsports.com
173,subjective,533,0,0,0,1,0,0,0,0,0,0,0,0,5,0,20,1,1,1,29,www.wnba.com
174,objective,266,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
175,objective,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,uk.eurosport.yahoo.com
176,objective,389,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,1,1,1,16,msn.foxsports.com
177,objective,225,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,14,www.dailystar.co.uk
178,objective,238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,26,uk.eurosport.yahoo.com
179,objective,407,0,0,0,13,2,1,0,0,0,0,1,0,0,0,2,0,0,1,21,msn.foxsports.com
180,objective,628,0,4,0,4,0,0,0,0,0,0,3,0,1,0,11,2,1,1,23,msn.foxsports.com
181,objective,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,edition.cnn.com
182,objective,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,msn.foxsports.com
183,objective,513,0,2,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,1,17,edition.cnn.com
184,subjective,884,0,7,1,9,1,0,0,0,1,1,0,0,1,0,7,3,1,1,26,msn.foxsports.com
185,objective,154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,msn.foxsports.com
186,objective,960,0,9,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,19,msn.foxsports.com
187,objective,375,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,msn.foxsports.com
188,objective,722,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,0,1,1,25,www.suntimes.com
189,objective,913,0,1,0,5,5,0,0,0,0,0,0,1,0,0,3,3,1,1,32,msn.foxsports.com
190,objective,571,0,2,0,0,0,0,8,0,0,0,0,0,2,0,8,0,1,1,11,msn.foxsports.com
191,objective,696,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,24,www.dailystar.co.uk
192,objective,446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,31,msn.foxsports.com
193,objective,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,uk.eurosport.yahoo.com
194,objective,353,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,1,1,25,www.wnba.com
195,objective,1163,0,5,1,14,0,1,0,1,0,1,0,0,6,0,5,9,1,1,19,msn.foxsports.com
196,objective,503,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,16,edition.cnn.com
197,objective,781,0,5,0,0,1,0,6,0,0,2,0,0,0,0,5,0,1,1,15,msn.foxsports.com
198,subjective,820,0,7,0,7,2,0,0,0,0,5,0,0,1,0,20,4,1,1,17,msn.foxsports.com
199,objective,195,0,1,0,0,0,0,4,0,0,0,1,0,0,0,2,1,1,1,15,aol.sportingnews.com
200,objective,1002,0,5,0,0,1,0,14,0,0,0,0,0,0,0,7,6,0,1,13,www.wnba.com
201,objective,599,0,6,0,0,2,0,9,0,0,0,0,0,4,0,9,0,1,1,15,msn.foxsports.com
202,objective,1086,0,6,0,0,0,0,11,0,0,0,0,0,3,0,14,0,1,1,19,nmsn.foxsports.com
203,objective,1257,0,5,1,9,5,1,0,0,0,1,0,0,1,0,8,8,1,1,32,www.foxsportswest.com
204,objective,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,msn.foxsports.com
205,objective,1072,0,8,0,16,0,0,4,2,0,6,1,0,0,0,13,3,1,1,22,msn.foxsports.com
206,objective,1474,0,3,1,10,1,0,0,0,0,3,0,0,0,0,22,7,1,1,23,msn.foxsports.com
207,subjective,662,0,0,0,1,2,0,0,0,0,1,2,0,2,0,1,15,1,1,18,msn.foxsports.com
208,objective,944,0,5,0,0,0,0,6,0,0,0,0,0,2,0,1,2,1,1,19,msn.foxsports.com
209,objective,1238,0,6,1,8,0,0,0,0,0,0,0,1,0,0,5,2,1,1,29,msn.foxsports.com
210,objective,152,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,21,moto-racing.speedtv.com
211,objective,372,0,7,0,4,0,1,0,0,0,0,0,0,1,0,2,0,1,1,15,msn.foxsports.com
212,objective,314,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,17,msn.foxsports.com
213,objective,395,0,3,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,1,13,www.football365.com
214,objective,177,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,8,www.dailystar.co.uk
215,objective,734,0,6,0,0,0,0,11,0,1,0,0,0,0,0,3,8,1,1,15,msn.foxsports.com
216,objective,375,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,1,17,www.nba.com
217,objective,1671,0,7,1,7,4,0,0,0,0,2,0,0,1,0,6,7,1,1,27,msn.foxsports.com
218,objective,2042,0,3,4,13,1,2,0,0,0,8,3,2,9,0,18,9,1,1,23,msn.foxsports.com
219,objective,185,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,www.dailystar.co.uk
220,objective,310,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,1,13,msn.foxsports.com
221,objective,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,www.football365.com
222,objective,731,0,0,0,0,0,0,5,0,0,2,0,1,1,0,0,0,1,1,17,msn.foxsports.com
223,objective,141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,msn.foxsports.com
224,objective,304,0,6,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,21,msn.foxsports.com
225,objective,2182,0,5,1,11,3,0,0,0,1,3,1,1,0,0,1,14,1,1,16,msn.foxsports.com
226,objective,745,0,8,0,0,2,0,11,0,0,0,0,0,0,0,9,3,1,1,14,msn.foxsports.com
227,objective,1961,1,4,0,0,2,2,1,1,0,6,0,3,38,0,2,1,1,1,23,www.foxsportssouth.com
228,objective,481,0,4,0,0,1,0,2,0,1,0,0,0,0,0,5,0,1,1,17,www.nba.com
229,objective,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,msn.foxsports.com
230,objective,732,0,7,0,0,0,0,11,0,0,0,0,0,0,0,7,1,1,1,14,www.foxsportsflorida.com
231,objective,298,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18,msn.foxsports.com
232,objective,965,0,2,0,0,2,0,9,0,0,3,0,0,1,0,6,2,1,1,17,www.foxsportswest.com
233,objective,258,0,2,0,4,2,0,0,0,0,0,0,0,1,0,9,0,1,1,21,www.dailystar.co.uk
234,objective,1019,0,2,0,7,0,0,0,0,0,0,0,0,12,0,0,0,1,1,23,www.wnba.com
235,subjective,846,0,7,1,0,0,0,8,0,0,1,1,0,2,0,5,1,1,1,12,msn.foxsports.com
236,objective,854,0,1,0,0,0,1,7,0,0,0,0,0,2,0,2,1,1,1,18,auto-racing.speedtv.com
237,objective,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,uk.eurosport.yahoo.com
238,objective,509,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,msn.foxsports.com
239,objective,222,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,1,1,11,msn.foxsports.com
240,objective,734,0,1,0,0,1,0,2,0,0,0,0,0,14,0,0,0,1,1,19,www.bbc.co.uk
241,objective,622,0,1,1,0,0,1,7,0,0,0,0,0,0,0,1,0,1,1,17,msn.foxsports.com
242,objective,501,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,11,www.foxsportsdetroit.com
243,objective,615,0,4,0,0,3,1,5,0,0,1,0,0,0,0,2,0,1,1,14,www.nba.com
244,objective,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,uk.eurosport.yahoo.com
245,objective,749,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,14,msn.foxsports.com
246,objective,428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,1,1,19,msn.foxsports.com
